Date Reported,Date of Occurrence,Time of Occurrence,City,Severity,Crime Description,Victim Age,Victim Gender,Weapon Used
09-11-2021,08-11-2021,20,Ambedkar Road (Khar),9,Fraud,34,Other,Poison
16-12-2020,11-12-2020,15,Bhayandar Market,3,Cyber Crime,17,Other,Knife
23-06-2021,14-06-2021,20,Juhu Scheme,9,Kidnapping,67,Other,Blunt Object
07-08-2024,31-07-2024,10,Irla (Vile Parle),6,Human Trafficking,34,Female,Explosives
20-09-2024,10-09-2024,2,Motilal Nagar (Goregaon),2,Vehicle Theft,38,Other,Knife
19-12-2023,17-12-2023,12,Hanuman Nagar (Kandivali East),6,Riot,50,Female,Poison
24-05-2022,22-05-2022,10,NESCO Colony (Goregaon),9,Drug Possession,50,Other,Acid
03-04-2020,30-03-2020,18,Nerul East,3,Fraud,9,Male,None
24-11-2022,21-11-2022,8,Carter Road,5,Extortion,42,Female,Poison
28-03-2024,25-03-2024,10,Malvani (Malad),3,Kidnapping,39,Female,Knife
04-05-2023,27-04-2023,16,Andheri Hills,8,Sexual Assault,70,Other,Explosives
24-01-2024,21-01-2024,1,Goregaon East,9,Chain Snatching,47,Other,Knife
17-05-2024,07-05-2024,2,Kandivali Industrial Area,6,Theft,25,Female,Explosives
18-05-2020,09-05-2020,8,Dnyaneshwar Marg (Jogeshwari),8,Sexual Assault,64,Other,Blunt Object
11-07-2023,09-07-2023,20,Dahanukar Wadi (Kandivali West),5,Chain Snatching,77,Male,Gun
13-09-2024,03-09-2024,1,Navi Mumbai West,6,Vehicle Theft,6,Female,Explosives
31-12-2024,28-12-2024,9,Sunder Nagar (Malad),2,Human Trafficking,63,Male,Gun
15-04-2020,07-04-2020,1,Dahisar West,9,Drug Possession,27,Male,None
31-05-2021,31-05-2021,20,Rawalpada (Dahisar),6,Attempt to Murder,68,Female,Knife
12-06-2020,04-06-2020,10,Somnath Lane,2,Cyber Crime,77,Male,Acid
20-11-2021,10-11-2021,8,Andheri Central,9,Riot,71,Other,Acid
23-05-2022,19-05-2022,3,Vasai Village,3,Kidnapping,12,Female,Gun
25-10-2022,19-10-2022,10,Khar West,1,Fraud,32,Female,Acid
18-07-2022,11-07-2022,11,Marol Naka,8,Fraud,51,Other,Blunt Object
14-04-2020,11-04-2020,18,Bhayandar West,1,Extortion,31,Female,None
21-06-2023,12-06-2023,15,Mhatre Wadi (Dahisar),1,Human Trafficking,47,Male,Blunt Object
19-05-2022,14-05-2022,7,Juhu Market,6,Sexual Assault,27,Male,Knife
08-11-2024,30-10-2024,17,Davri Nagar (Santacruz East),6,Murder,34,Other,Explosives
12-07-2021,02-07-2021,0,Versova,3,Vehicle Theft,46,Female,Blunt Object
19-02-2023,12-02-2023,21,Goregaon West,9,Sexual Assault,7,Male,Explosives
17-10-2023,13-10-2023,11,Jivali Pada (Kandivali),4,Vehicle Theft,71,Other,Gun
14-01-2021,07-01-2021,9,Jankalyan Nagar (Malad),2,Fraud,71,Male,None
16-02-2023,10-02-2023,15,Santacruz East,2,Attempt to Murder,7,Other,Knife
09-08-2023,04-08-2023,20,Juhu Scheme,9,Sexual Assault,40,Other,None
02-01-2021,01-01-2021,9,Agripada (Santacruz East),3,Fraud,49,Other,Blunt Object
01-06-2021,27-05-2021,9,Malad Industrial Area,4,Kidnapping,48,Female,Blunt Object
26-01-2021,23-01-2021,16,Kandivali West,6,Theft,18,Other,Acid
03-10-2023,25-09-2023,19,Borivali West,8,Riot,5,Other,Explosives
01-10-2023,01-10-2023,13,Vasai Village,3,Chain Snatching,64,Male,Explosives
10-04-2023,03-04-2023,7,KC Marg,1,Kidnapping,38,Other,Poison
14-03-2022,07-03-2022,13,Kopar Khairane West,6,Fraud,61,Male,Gun
05-05-2021,26-04-2021,21,Borivali East,4,Cyber Crime,6,Female,Blunt Object
24-12-2023,15-12-2023,22,Carter Road,6,Attempt to Murder,14,Female,Poison
28-02-2021,22-02-2021,19,Pali Naka (Khar),2,Human Trafficking,33,Other,Knife
21-02-2023,18-02-2023,2,Vashi Residential,8,Fraud,73,Female,Explosives
01-09-2023,24-08-2023,5,Nehru Nagar (Vile Parle),4,Vehicle Theft,13,Female,None
09-11-2021,30-10-2021,8,Rawalpada (Dahisar),7,Attempt to Murder,10,Other,Poison
10-09-2021,31-08-2021,18,18th Road (Khar),8,Theft,10,Male,Explosives
22-09-2021,18-09-2021,12,Lokhandwala,6,Human Trafficking,55,Other,Poison
24-10-2023,15-10-2023,11,Pratiksha Nagar (Jogeshwari),1,Attempt to Murder,75,Other,Explosives
02-08-2024,02-08-2024,9,Kandivali Industrial Area,7,Robbery,52,Other,Gun
21-04-2020,12-04-2020,16,Shastri Nagar (Jogeshwari),1,Extortion,54,Other,Explosives
30-01-2020,24-01-2020,19,Nehru Nagar (Vile Parle),7,Murder,12,Other,Knife
23-07-2023,16-07-2023,18,Pathanwadi (Malad),4,Kidnapping,76,Male,None
18-09-2021,13-09-2021,21,Kopar Khairane West,7,Robbery,22,Other,Explosives
04-06-2023,26-05-2023,13,Virar West,1,Riot,16,Female,Blunt Object
13-08-2024,08-08-2024,17,NESCO Colony (Goregaon),4,Domestic Violence,42,Female,Acid
02-01-2022,02-01-2022,13,Mira Road Junction,4,Murder,60,Female,None
21-11-2023,18-11-2023,2,Malcolm Baug (Jogeshwari),9,Vehicle Theft,23,Other,Knife
09-07-2021,03-07-2021,4,NESCO Colony (Goregaon),7,Fraud,32,Other,None
16-08-2023,06-08-2023,15,Bhayandar Market,6,Cyber Crime,68,Other,Explosives
15-12-2020,10-12-2020,10,Rawalpada (Dahisar),1,Domestic Violence,15,Male,Poison
28-04-2021,25-04-2021,23,Sainik Nagar (Jogeshwari),2,Domestic Violence,79,Female,Poison
17-07-2020,15-07-2020,9,Somnath Lane,7,Chain Snatching,56,Female,Knife
22-06-2024,14-06-2024,4,16th Road (Khar),2,Human Trafficking,22,Female,Blunt Object
17-04-2021,08-04-2021,23,Shanti Nagar (Dahisar),7,Cyber Crime,57,Other,Poison
17-01-2021,10-01-2021,12,Mira Road East,9,Theft,19,Male,Gun
26-05-2021,21-05-2021,21,Vile Parle West,3,Sexual Assault,79,Other,Explosives
03-03-2023,28-02-2023,8,Thakur Village (Kandivali East),3,Murder,24,Male,Knife
11-09-2021,02-09-2021,7,NESCO Colony (Goregaon),5,Extortion,27,Other,Knife
12-09-2023,11-09-2023,15,Yogi Nagar (Borivali),9,Vehicle Theft,5,Male,Poison
02-02-2024,31-01-2024,17,Bangur Nagar (Goregaon),7,Sexual Assault,26,Male,Knife
20-07-2024,10-07-2024,4,Goregaon East,1,Fraud,41,Female,Acid
18-09-2021,17-09-2021,4,Bandra Reclamation,1,Robbery,66,Female,None
25-03-2021,23-03-2021,16,Andheri Central,8,Domestic Violence,70,Male,Gun
09-12-2022,09-12-2022,23,Khar Danda,3,Kidnapping,7,Male,Explosives
31-08-2023,21-08-2023,20,Jivali Pada (Kandivali),6,Murder,49,Female,Acid
16-06-2021,14-06-2021,14,Vasai West,3,Riot,80,Other,None
28-09-2023,20-09-2023,15,Bandra Kurla Complex,2,Drug Possession,15,Male,Knife
10-05-2023,06-05-2023,10,Borivali Industrial Area,3,Fraud,64,Male,Knife
20-03-2020,13-03-2020,17,Yogi Nagar (Borivali),3,Kidnapping,69,Male,Blunt Object
07-09-2020,05-09-2020,14,Motilal Nagar (Goregaon),9,Vehicle Theft,69,Other,Knife
08-03-2021,26-02-2021,17,Saki Naka,3,Sexual Assault,78,Male,None
03-12-2023,28-11-2023,23,Tata Blocks,5,Domestic Violence,60,Female,Acid
18-03-2021,15-03-2021,9,18th Road (Khar),6,Robbery,63,Male,Blunt Object
27-08-2021,22-08-2021,22,Khar West,8,Murder,51,Female,Acid
05-01-2023,31-12-2022,16,Mira Road Junction,8,Robbery,73,Other,Acid
31-07-2021,30-07-2021,17,Virar West Industrial Area,3,Riot,14,Female,Blunt Object
03-10-2021,01-10-2021,10,Chaitanya Nagar (Santacruz East),8,Extortion,38,Other,Blunt Object
03-05-2022,03-05-2022,10,Evershine Nagar (Malad),5,Human Trafficking,34,Male,Blunt Object
06-02-2024,28-01-2024,5,Bandra West,7,Attempt to Murder,64,Other,Explosives
14-02-2021,07-02-2021,0,Subhash Nagar,6,Extortion,28,Female,Knife
05-10-2023,03-10-2023,18,14th Road (Khar),1,Domestic Violence,14,Female,Knife
16-01-2023,14-01-2023,2,Navi Mumbai Central,6,Riot,16,Other,Gun
11-09-2022,05-09-2022,2,Dnyaneshwar Marg (Jogeshwari),8,Sexual Assault,46,Male,Explosives
18-08-2024,15-08-2024,11,Pathanwadi (Malad),7,Drug Possession,7,Female,None
05-01-2020,30-12-2019,2,Bhayandar Industrial Area,4,Chain Snatching,53,Male,Knife
24-03-2020,24-03-2020,15,Ekta Colony,4,Theft,58,Male,Explosives
02-03-2020,02-03-2020,21,Juhu Scheme,2,Robbery,22,Female,Acid
11-10-2021,02-10-2021,4,Kopar Khairane,7,Murder,13,Female,Blunt Object
05-07-2023,01-07-2023,18,Bandra West,3,Murder,43,Other,Gun
25-10-2023,16-10-2023,15,Malad Industrial Area,7,Human Trafficking,59,Other,Explosives
12-12-2020,02-12-2020,9,Juhu Nagar,3,Human Trafficking,55,Other,Gun
02-05-2020,01-05-2020,12,16th Road (Khar),4,Murder,59,Other,Explosives
06-07-2024,28-06-2024,15,Sahar Airport,9,Fraud,70,Other,Explosives
10-09-2020,09-09-2020,14,Navi Mumbai East,3,Sexual Assault,53,Female,Poison
21-01-2022,17-01-2022,5,Panvel,3,Vehicle Theft,8,Female,Blunt Object
28-03-2023,19-03-2023,6,Lokhandwala,1,Cyber Crime,59,Female,Explosives
18-11-2021,14-11-2021,4,Vasai Village,8,Cyber Crime,15,Other,Acid
21-09-2024,20-09-2024,20,Versova,2,Attempt to Murder,5,Female,Knife
02-04-2020,01-04-2020,13,Dnyaneshwar Marg (Jogeshwari),5,Fraud,75,Male,Poison
07-08-2024,29-07-2024,10,Juhu Nagar,2,Extortion,73,Male,Gun
28-02-2021,23-02-2021,9,Evershine Nagar (Malad),5,Fraud,34,Male,Acid
18-07-2022,09-07-2022,0,Vakola (Santacruz East),7,Human Trafficking,21,Male,Gun
22-09-2023,15-09-2023,0,Bhayandar Industrial Area,7,Extortion,36,Female,Explosives
13-05-2021,11-05-2021,10,Lokhandwala,5,Vehicle Theft,9,Female,None
10-05-2023,08-05-2023,4,Motilal Nagar (Goregaon),2,Theft,52,Other,Acid
05-04-2020,05-04-2020,14,Airoli,2,Attempt to Murder,58,Male,Gun
09-05-2022,02-05-2022,10,Mira Road Cantonment,3,Human Trafficking,32,Other,Poison
05-04-2021,01-04-2021,15,Sahar Airport,7,Kidnapping,14,Male,Poison
29-08-2021,20-08-2021,16,Chapel Road,9,Extortion,16,Male,Poison
19-03-2022,19-03-2022,21,Belapur,3,Theft,20,Male,Knife
06-12-2023,27-11-2023,3,Kora Kendra,8,Extortion,41,Male,Gun
31-12-2021,30-12-2021,15,Mira Road Industrial Area,1,Extortion,79,Other,Knife
11-06-2024,11-06-2024,4,Vashi Residential,1,Murder,62,Other,Explosives
29-09-2023,24-09-2023,2,Behram Baug (Jogeshwari),2,Fraud,13,Other,Knife
04-07-2020,24-06-2020,12,Kora Kendra,4,Sexual Assault,64,Other,Blunt Object
21-06-2020,13-06-2020,15,Motilal Nagar (Goregaon),3,Kidnapping,70,Other,Blunt Object
13-11-2022,05-11-2022,15,Navi Mumbai Industrial Area,2,Extortion,11,Other,Explosives
01-07-2022,23-06-2022,9,Sainik Nagar (Jogeshwari),6,Human Trafficking,43,Male,Gun
26-11-2024,23-11-2024,19,Virar East,2,Domestic Violence,26,Female,Acid
16-07-2020,14-07-2020,18,Four Bungalows,4,Kidnapping,23,Other,Knife
11-02-2021,05-02-2021,7,Juhu,6,Attempt to Murder,17,Female,Explosives
24-02-2023,18-02-2023,19,Motilal Nagar (Goregaon),3,Domestic Violence,27,Other,Blunt Object
30-10-2024,26-10-2024,14,Dahisar West,8,Riot,68,Male,Acid
15-01-2020,15-01-2020,10,Juhu,5,Fraud,55,Other,None
02-04-2023,31-03-2023,14,Belapur,9,Murder,16,Male,Gun
01-08-2022,28-07-2022,21,Malad Industrial Area,3,Chain Snatching,77,Other,Poison
17-08-2024,11-08-2024,10,Dnyaneshwar Marg (Jogeshwari),3,Vehicle Theft,58,Male,Explosives
06-11-2022,31-10-2022,4,16th Road (Khar),1,Theft,22,Male,Poison
05-11-2020,28-10-2020,8,Shivaji Nagar (Santacruz East),1,Vehicle Theft,36,Other,Poison
29-01-2024,19-01-2024,13,Turbhe,8,Sexual Assault,24,Male,Acid
07-11-2021,29-10-2021,11,Virar Market,6,Fraud,52,Female,None
25-11-2022,19-11-2022,21,Vasai Bazaar,7,Drug Possession,59,Other,None
25-09-2020,24-09-2020,18,Khar Market Area,7,Chain Snatching,76,Other,Gun
15-09-2023,10-09-2023,21,Vakola Pipeline (Santacruz East),8,Extortion,63,Male,Knife
02-09-2020,01-09-2020,15,Sant Dnyaneshwar Nagar,6,Fraud,71,Other,None
14-04-2021,14-04-2021,5,Virar Market,2,Theft,79,Other,Gun
03-07-2024,30-06-2024,2,Navi Mumbai West,9,Murder,75,Other,Blunt Object
24-02-2021,18-02-2021,16,Jogeshwari West,3,Sexual Assault,62,Other,Knife
31-10-2021,21-10-2021,8,Vasai Bazaar,9,Cyber Crime,64,Male,None
01-03-2024,24-02-2024,2,Airoli Industrial Area,6,Kidnapping,40,Other,Explosives
19-03-2023,17-03-2023,20,KC Marg,8,Fraud,28,Other,Poison
10-09-2023,05-09-2023,10,Navi Mumbai South,5,Drug Possession,11,Other,Blunt Object
10-08-2021,06-08-2021,6,Dindoshi (Malad),1,Kidnapping,29,Male,Explosives
18-12-2022,16-12-2022,15,Navi Mumbai Central,9,Human Trafficking,75,Other,Knife
22-05-2020,18-05-2020,0,Momin Nagar (Jogeshwari),5,Cyber Crime,61,Male,Blunt Object
12-02-2024,04-02-2024,3,Chakala,8,Cyber Crime,54,Male,Blunt Object
29-03-2023,27-03-2023,3,Vashi Residential,3,Attempt to Murder,15,Female,Gun
13-10-2022,03-10-2022,19,Navi Mumbai Garden City,8,Theft,57,Male,Poison
15-02-2021,14-02-2021,20,Bhayandar Market,6,Extortion,45,Male,None
02-10-2021,23-09-2021,8,Malad West,8,Human Trafficking,25,Female,Poison
22-08-2022,12-08-2022,22,Kandivali Industrial Area,1,Kidnapping,54,Male,Blunt Object
11-01-2022,09-01-2022,21,Jivali Pada (Kandivali),8,Cyber Crime,33,Female,Explosives
16-11-2024,06-11-2024,4,Bhayandar Village,9,Theft,73,Female,Gun
27-09-2021,19-09-2021,17,I.C. Colony,4,Drug Possession,62,Female,Explosives
21-06-2021,19-06-2021,7,Ghansoli,5,Attempt to Murder,11,Male,None
21-06-2023,18-06-2023,1,Juhu Market,9,Drug Possession,76,Other,Poison
12-09-2020,12-09-2020,0,Navi Mumbai Garden City,7,Cyber Crime,28,Male,Gun
16-05-2024,06-05-2024,8,Vasai East,2,Human Trafficking,71,Male,Acid
19-01-2021,15-01-2021,17,Vashi,7,Drug Possession,10,Other,Poison
24-07-2020,21-07-2020,7,Kora Kendra,4,Extortion,45,Male,Knife
02-09-2021,25-08-2021,13,Goregaon East,7,Chain Snatching,38,Other,None
19-07-2021,15-07-2021,15,Ekta Colony,4,Vehicle Theft,42,Male,Explosives
22-04-2023,22-04-2023,12,Andheri Hills,1,Robbery,55,Male,Knife
08-02-2024,30-01-2024,20,Mount Mary Area,4,Chain Snatching,33,Male,Knife
01-05-2023,23-04-2023,12,Virar East,6,Chain Snatching,38,Male,Gun
15-03-2024,12-03-2024,3,Chapel Road,5,Extortion,39,Female,Explosives
26-01-2020,17-01-2020,19,Airoli Industrial Area,3,Human Trafficking,40,Other,Blunt Object
04-02-2021,01-02-2021,4,Andheri East,8,Cyber Crime,7,Female,None
30-06-2020,24-06-2020,9,Virar Junction,8,Kidnapping,14,Male,None
28-08-2024,28-08-2024,2,Mira Road Junction,6,Domestic Violence,54,Other,None
17-02-2020,14-02-2020,11,Juhu Scheme,5,Theft,69,Male,Gun
21-08-2024,20-08-2024,17,14th Road (Khar),6,Sexual Assault,77,Female,Gun
06-09-2023,28-08-2023,3,Vakola Pipeline (Santacruz East),7,Cyber Crime,70,Other,Gun
08-05-2022,06-05-2022,0,Mount Mary Area,5,Sexual Assault,45,Female,Acid
09-04-2022,03-04-2022,5,Malcolm Baug (Jogeshwari),6,Chain Snatching,34,Male,Explosives
11-01-2023,09-01-2023,19,Borivali West,3,Attempt to Murder,28,Male,Poison
30-11-2020,23-11-2020,0,Janupada (Kandivali East),1,Chain Snatching,31,Other,Acid
01-10-2024,23-09-2024,21,Indiraji Nagar,2,Human Trafficking,14,Other,Blunt Object
11-06-2020,02-06-2020,14,Somnath Lane,3,Kidnapping,32,Male,Explosives
21-07-2020,15-07-2020,3,Virar Junction,2,Human Trafficking,79,Male,None
15-12-2020,15-12-2020,5,Virar Market,6,Domestic Violence,50,Female,Explosives
12-04-2020,04-04-2020,9,Santacruz Market Area,3,Extortion,27,Male,Gun
20-05-2021,17-05-2021,9,Thakur Village (Kandivali East),9,Sexual Assault,16,Female,Poison
02-10-2024,23-09-2024,23,Airoli Industrial Area,5,Chain Snatching,24,Female,Gun
24-10-2022,14-10-2022,22,Jogeshwari West,6,Cyber Crime,35,Other,Knife
12-01-2022,04-01-2022,21,Tata Blocks,7,Domestic Violence,21,Other,Knife
22-04-2023,21-04-2023,11,Vasai Village,6,Drug Possession,59,Female,Acid
24-07-2021,24-07-2021,6,Shastri Nagar (Jogeshwari),4,Fraud,29,Male,Gun
23-08-2020,21-08-2020,12,Dahanukar Wadi (Kandivali West),4,Cyber Crime,63,Male,Blunt Object
20-01-2020,13-01-2020,23,Vasai Industrial Area,1,Murder,47,Female,Gun
18-10-2024,15-10-2024,21,Vasai Road Area,5,Fraud,45,Male,Knife
13-02-2023,05-02-2023,7,Belapur CBD,2,Human Trafficking,12,Female,Knife
13-09-2020,12-09-2020,4,Virar Industrial Area,7,Robbery,48,Male,Blunt Object
16-07-2021,11-07-2021,0,Oshiwara,7,Extortion,35,Male,Knife
09-04-2021,01-04-2021,16,Vasai Bazaar,9,Fraud,73,Female,Explosives
16-09-2022,15-09-2022,6,Damu Nagar (Kandivali East),5,Riot,38,Other,None
25-08-2021,22-08-2021,15,Aarey Milk Colony,8,Human Trafficking,21,Other,Knife
01-02-2023,31-01-2023,1,Liliya Nagar (Malad),8,Murder,14,Female,Acid
05-04-2022,05-04-2022,17,Khar Market Area,1,Vehicle Theft,5,Male,Blunt Object
25-03-2020,17-03-2020,23,Virar West Industrial Area,9,Theft,64,Other,Poison
12-09-2022,02-09-2022,12,Kandivali East,2,Cyber Crime,67,Male,Knife
01-02-2024,27-01-2024,5,Vasai West,6,Cyber Crime,18,Female,Explosives
22-02-2023,14-02-2023,20,Kalina (Santacruz East),1,Murder,25,Other,Acid
08-04-2023,08-04-2023,23,Anand Nagar (Dahisar),5,Riot,24,Other,Acid
14-08-2020,14-08-2020,18,Virar Industrial Area,9,Cyber Crime,68,Other,Blunt Object
11-06-2024,01-06-2024,19,Andheri Hills,7,Cyber Crime,45,Male,None
10-01-2022,03-01-2022,0,Dahisar Industrial Area,3,Murder,16,Male,Gun
31-10-2020,26-10-2020,2,Pratiksha Nagar (Jogeshwari),1,Chain Snatching,10,Male,Blunt Object
26-07-2023,16-07-2023,6,Oshiwara,5,Human Trafficking,30,Male,Poison
28-09-2024,22-09-2024,5,Mira Road West,2,Domestic Violence,61,Female,Knife
03-12-2023,02-12-2023,7,Juhu Village,2,Drug Possession,59,Male,Acid
12-11-2020,03-11-2020,3,Andheri Central,2,Human Trafficking,73,Female,Poison
07-10-2020,30-09-2020,10,Juhu Beach Area,9,Attempt to Murder,79,Female,Explosives
23-04-2023,18-04-2023,7,Vasai Industrial Area,4,Theft,21,Male,Poison
04-03-2021,28-02-2021,12,Juhu Nagar,6,Chain Snatching,57,Female,Gun
12-03-2021,08-03-2021,0,Panvel,8,Attempt to Murder,80,Male,Blunt Object
13-06-2023,11-06-2023,17,Khar Market Area,1,Theft,53,Other,Knife
19-02-2020,16-02-2020,1,Vasai Bazaar,4,Vehicle Theft,38,Male,None
01-04-2024,27-03-2024,3,Sainik Nagar (Jogeshwari),1,Murder,31,Other,Gun
27-09-2023,21-09-2023,1,Turbhe,7,Sexual Assault,21,Male,None
03-06-2024,31-05-2024,0,Thakur Village (Kandivali East),5,Domestic Violence,57,Female,Acid
14-09-2024,08-09-2024,6,Damu Nagar (Kandivali East),1,Drug Possession,22,Female,Poison
05-09-2021,02-09-2021,4,Ambujwadi (Malad),8,Drug Possession,66,Male,Knife
28-12-2022,19-12-2022,23,Patilwadi (Jogeshwari),6,Riot,77,Other,Explosives
20-10-2022,19-10-2022,23,Davri Nagar (Santacruz East),4,Drug Possession,45,Female,Knife
22-02-2020,20-02-2020,7,Dnyaneshwar Marg (Jogeshwari),2,Riot,54,Male,Blunt Object
18-11-2024,12-11-2024,11,Somnath Lane,6,Cyber Crime,15,Other,Acid
30-06-2023,25-06-2023,20,Goregaon East,9,Kidnapping,48,Other,None
09-10-2024,03-10-2024,23,Santacruz Market Area,8,Extortion,11,Male,Knife
14-05-2022,04-05-2022,2,Mira Road Industrial Area,2,Sexual Assault,43,Female,Knife
18-06-2024,13-06-2024,19,Sant Dnyaneshwar Nagar,4,Chain Snatching,33,Male,None
18-09-2022,16-09-2022,18,Bhayandar East,2,Theft,57,Other,Blunt Object
21-04-2022,21-04-2022,17,Jogeshwari East,9,Drug Possession,69,Male,Knife
27-02-2021,22-02-2021,5,Dahisar East,2,Chain Snatching,8,Male,Gun
23-01-2020,13-01-2020,2,Carter Road,4,Fraud,6,Female,Poison
15-08-2021,08-08-2021,19,Juhu Koliwada,6,Extortion,46,Female,Poison
06-12-2023,06-12-2023,13,Bhayandar Village,6,Extortion,27,Female,Acid
03-08-2024,29-07-2024,16,Sahar Airport,8,Domestic Violence,31,Male,Poison
05-10-2023,01-10-2023,8,Malad Market Area,1,Human Trafficking,15,Other,Knife
11-11-2023,06-11-2023,3,NL Complex (Dahisar),7,Attempt to Murder,39,Female,Poison
13-01-2023,12-01-2023,7,Seawoods,4,Domestic Violence,29,Other,Explosives
09-05-2021,30-04-2021,4,Ambedkar Road (Khar),5,Sexual Assault,16,Male,Acid
30-03-2020,20-03-2020,11,Bhayandar East,6,Human Trafficking,40,Female,Blunt Object
25-12-2021,23-12-2021,22,Vashi Residential,6,Cyber Crime,28,Female,Acid
25-06-2023,16-06-2023,0,Sant Dnyaneshwar Nagar,7,Human Trafficking,73,Male,Explosives
04-08-2023,26-07-2023,4,Lokhandwala,7,Murder,28,Female,Knife
17-05-2021,10-05-2021,16,Somnath Lane,5,Cyber Crime,69,Male,Acid
30-01-2021,29-01-2021,0,Vasai East Town,6,Human Trafficking,33,Male,Poison
15-11-2023,13-11-2023,3,Belapur CBD,7,Domestic Violence,48,Other,Blunt Object
24-01-2022,17-01-2022,2,Virar West Industrial Area,3,Extortion,37,Male,Knife
16-01-2021,11-01-2021,6,Virar Station Area,2,Riot,73,Female,Blunt Object
25-06-2024,20-06-2024,9,LIC Colony (Borivali),5,Murder,22,Male,Gun
12-01-2021,06-01-2021,2,Borivali East,1,Human Trafficking,70,Other,Poison
20-08-2022,20-08-2022,2,Turbhe,7,Riot,56,Female,Blunt Object
01-03-2020,27-02-2020,14,Four Bungalows,5,Domestic Violence,65,Other,Blunt Object
21-04-2024,20-04-2024,4,Vasai Village,6,Theft,50,Male,Poison
05-08-2024,03-08-2024,11,Mira Road West,8,Sexual Assault,47,Other,Acid
30-09-2023,22-09-2023,3,Vakola (Santacruz East),7,Attempt to Murder,68,Male,Knife
16-02-2024,09-02-2024,17,Vile Parle East,7,Kidnapping,56,Male,Knife
04-08-2021,31-07-2021,14,Nerul West,9,Human Trafficking,16,Male,Gun
13-03-2020,13-03-2020,5,Malvani (Malad),4,Extortion,70,Other,Acid
24-07-2020,15-07-2020,16,Dahanukar Wadi (Kandivali West),9,Drug Possession,59,Male,Acid
30-08-2023,28-08-2023,23,Shivaji Nagar (Santacruz East),1,Theft,17,Female,Acid
22-05-2023,22-05-2023,8,Thakur Complex (Kandivali East),9,Theft,70,Female,Acid
23-03-2021,14-03-2021,7,Vazira Naka,6,Theft,44,Female,None
23-01-2024,18-01-2024,22,Goregaon West,8,Attempt to Murder,6,Female,Blunt Object
08-09-2020,30-08-2020,17,KC Marg,8,Kidnapping,61,Other,Poison
26-07-2020,21-07-2020,17,Mira Road Industrial Area,8,Human Trafficking,17,Female,Poison
05-10-2020,27-09-2020,19,Dnyaneshwar Marg (Jogeshwari),7,Attempt to Murder,75,Female,Explosives
18-06-2023,18-06-2023,1,Mira Road East,5,Fraud,66,Female,Blunt Object
25-11-2024,17-11-2024,20,Mira Colony,4,Chain Snatching,31,Male,Acid
15-01-2022,09-01-2022,18,Juhu,8,Murder,21,Female,Knife
11-06-2020,08-06-2020,19,Bhayandar West,3,Vehicle Theft,12,Female,Blunt Object
12-02-2020,12-02-2020,23,Pathanwadi (Malad),9,Human Trafficking,67,Other,Explosives
30-09-2024,25-09-2024,21,Vasai Village,2,Chain Snatching,64,Female,Explosives
18-06-2023,09-06-2023,3,Juhu Village,6,Attempt to Murder,49,Female,Poison
10-11-2024,05-11-2024,8,Sainik Nagar (Jogeshwari),1,Drug Possession,59,Other,Gun
18-06-2024,11-06-2024,11,KC Marg,4,Theft,75,Female,None
17-05-2020,09-05-2020,21,Malad West,7,Theft,76,Female,Acid
18-12-2024,12-12-2024,7,Mira Colony,2,Drug Possession,54,Other,Knife
09-12-2022,07-12-2022,2,Sainik Nagar (Jogeshwari),6,Drug Possession,26,Female,None
22-07-2021,15-07-2021,3,Juhu Koliwada,9,Kidnapping,29,Female,None
10-03-2020,09-03-2020,10,Davri Nagar (Santacruz East),3,Robbery,38,Other,Knife
08-05-2022,03-05-2022,9,Jivali Pada (Kandivali),4,Cyber Crime,59,Other,Explosives
07-09-2020,03-09-2020,14,Saki Naka,6,Murder,25,Male,Gun
11-07-2020,06-07-2020,13,Virar Industrial Area,1,Domestic Violence,79,Male,Gun
15-05-2021,11-05-2021,15,Bhayandar Village,4,Kidnapping,68,Other,Poison
01-08-2024,28-07-2024,16,Pali Hill,3,Riot,32,Male,Explosives
13-06-2022,11-06-2022,22,Virar East Colony,5,Riot,25,Female,Gun
23-09-2022,17-09-2022,12,Panvel,8,Robbery,27,Female,Blunt Object
02-09-2023,24-08-2023,13,Turbhe,9,Human Trafficking,60,Other,Explosives
21-08-2024,11-08-2024,14,Poisar (Kandivali West),8,Drug Possession,40,Female,None
03-04-2020,03-04-2020,23,Nehru Nagar (Vile Parle),5,Chain Snatching,63,Female,Explosives
04-02-2022,29-01-2022,17,Jankalyan Nagar (Malad),5,Murder,7,Female,Explosives
20-04-2020,17-04-2020,15,KR Nagar (Jogeshwari),3,Kidnapping,49,Female,Blunt Object
16-05-2020,09-05-2020,15,Marol Naka,6,Domestic Violence,24,Female,Poison
22-01-2024,19-01-2024,20,Thakur Complex (Kandivali East),4,Fraud,14,Female,Knife
29-12-2022,19-12-2022,20,Panvel,5,Chain Snatching,79,Male,Acid
02-04-2022,01-04-2022,22,Navi Mumbai South,9,Cyber Crime,10,Female,Acid
03-09-2020,27-08-2020,7,Bandra West,3,Cyber Crime,16,Male,None
04-10-2021,26-09-2021,0,Pali Hill,8,Domestic Violence,70,Other,Gun
22-02-2024,12-02-2024,12,Bandra East,2,Murder,50,Female,Knife
05-08-2022,26-07-2022,1,Ranwar,8,Drug Possession,49,Male,Acid
05-10-2021,29-09-2021,12,Vasai West Town,3,Vehicle Theft,13,Other,Knife
